0,rider1,rider10,rider11,rider12,rider13,rider14,rider15,rider16,rider17,rider18,rider19,rider2,rider20,rider21,rider22,rider23,rider24,rider25,rider26,rider27,rider28,rider29,rider3,rider30,rider31,rider4,rider5,rider6,rider7,rider8,rider9
diagnostics_Image-original_Mean,-950.188725882115,-1022.5167123730400,-939.2348249306930,-1013.5208868623600,-978.378402100206,-1040.998671091810,-1133.3051479559300,-995.1103336621930,-954.9347576849420,-1065.6972076014800,-847.0942005738530,-1119.7900237334400,-953.2817307804830,-1130.1556707236000,-1168.8308214731300,-1087.4961767869100,-1147.0520851919300,-1049.1751534598100,-1070.717807315680,-946.1769108671870,-1109.912622872160,-1158.3800895053900,-964.8851269422220,-1141.0537825293100,-952.3726317860830,-978.9085762339460,-1058.207542250980,-1224.940164801410,-1216.3397086518200,-1206.8196571573800,-1085.40333687706
diagnostics_Image-original_Minimum,-2925.5351893990100,-3067.236645709050,-2922.339659828340,-2925.5351893990100,-2925.5351893990100,-2922.339659828340,-2922.339659828340,-3067.236645709050,-2925.5351893990100,-2922.339659828340,-2922.339659828340,-3067.236645709050,-2922.339659828340,-3067.236645709050,-2925.5351893990100,-2922.339659828340,-2925.5351893990100,-2922.339659828340,-3067.236645709050,-3067.236645709050,-2922.339659828340,-2922.339659828340,-3067.236645709050,-2925.5351893990100,-2925.5351893990100,-2925.5351893990100,-2925.5351893990100,-2925.5351893990100,-3067.236645709050,-2922.339659828340,-3067.236645709050
diagnostics_Image-original_Maximum,3107.6708196800200,3096.884073315550,3087.989031540270,3076.8586031963900,3107.6708196800200,2952.1119105081000,2344.7411794942800,3096.884073315550,3107.6708196800200,3087.989031540270,3087.989031540270,3096.884073315550,3087.989031540270,3096.884073315550,2900.612724909990,3087.989031540270,2560.4458549306500,3087.989031540270,3096.884073315550,2780.9070266488000,3087.989031540270,2851.562840944290,3096.884073315550,3107.6708196800200,2523.4711951502900,3107.6708196800200,3107.6708196800200,3107.6708196800200,2258.8185156333500,3087.989031540270,2842.6496679515
diagnostics_Mask-original_VoxelNum,-897.8500550043410,-7665.553636828120,-7422.188766783490,2259.3221505195000,613.6040442186000,41835.86486219070,-4796.51498943642,-5589.340088234720,11528.34940136760,1503.3162232604600,-3423.288073845200,621.236392514209,56566.33181711580,110513.71028771000,11776.759681563900,5298.7236737446200,1094.6802910777500,-4200.6040623420800,282.09626192724100,776.8212977834860,104697.88821245800,-11391.01193658770,59291.31355405720,-2362.071213626560,122440.04077270300,14567.439255389600,3297.1348176074700,-1989.8931353746200,16147.094879385500,10031.703915674500,22519.666130414800
diagnostics_Mask-original_VolumeNum,2.5018526454109900,2.524163347140930,3.1252194077626200,2.5018526454109900,2.5018526454109900,3.1252194077626200,3.1252194077626200,2.524163347140930,2.5018526454109900,3.1252194077626200,3.1252194077626200,2.524163347140930,3.1252194077626200,2.524163347140930,2.5018526454109900,3.1252194077626200,2.5018526454109900,3.1252194077626200,2.524163347140930,2.524163347140930,3.1252194077626200,3.1252194077626200,2.524163347140930,2.5018526454109900,2.5018526454109900,8.83951526109819,2.5018526454109900,2.5018526454109900,2.524163347140930,3.1252194077626200,5.448802650181130
original_shape_Elongation,0.8526663748448850,0.6648563120621440,0.6018155561389450,0.7752947034634690,0.46574426995160300,0.6637981301616400,0.5071017527936690,0.6464574163914950,0.8572935672175400,0.808561872327592,0.3534023960491020,0.6702354804155080,0.7742532305672780,0.8373935647940460,0.6165582303450450,0.7761401397053950,0.40136646815004900,0.6897625216107380,0.5703194058648000,0.4477664672373480,0.76095967939791,0.7400310991835180,0.8801495281759340,0.6753396218131980,0.6255428642697980,0.8751606104328030,0.6896939490253950,0.7631460255024000,0.7694545339098430,0.8857131871165930,0.8536738720887350
original_shape_Flatness,0.37840158610328300,0.2595609298568540,0.24151945162305600,0.44523240126351200,0.27131841186145800,0.404649624118779,0.34210298578763100,0.4271477410938410,0.5651514184266670,0.2846086268540950,0.23485551131114500,0.5419319211959600,0.3569618922108710,0.3425173286998280,0.47647921738347300,0.4660474083235520,0.2288429687326150,0.4301623309443190,0.45374016734928200,0.31850460654272100,0.5052462957350140,0.5083793216153760,0.4367939805235700,0.18729052715798500,0.33883069976712500,0.5279126013119400,0.5169591545892580,0.4961700627790340,0.5755557946946550,0.6292192681963720,0.47026556243366100
original_shape_LeastAxisLength,7.989851150753290,3.566397934016360,6.658180897552550,12.40750934864130,9.394906663520300,20.83998515985910,10.396006550907200,8.711322402561420,19.338836901282200,10.748355922712100,9.488727400274070,14.905909920348600,21.14231948358680,25.553455651733900,19.96934723933140,14.650816038769900,9.509020574908890,11.274831803960300,14.306116595556400,12.224815856135900,30.546992189855000,4.362899208245940,24.326027554223500,3.4962716424437800,29.51509501463150,20.182919738370900,15.346985665840400,7.374603322667080,22.7171479884188,18.89590178572290,20.406344906836000
original_shape_MajorAxisLength,22.362221835582600,13.424444150047100,26.942894496681800,28.5753013826117,34.610341467301000,53.627791085754200,29.701187604043900,21.01151040798860,34.17819360544500,38.12575490268090,41.14117463131740,29.019818083831000,62.335239961066100,73.0607187392922,40.92724156744610,30.664414147804000,41.559278607283500,24.743377913693300,32.525487726480600,37.399123996586900,64.00273188794240,4.316508434700130,56.86914391554220,17.754898341876500,82.79478857464330,37.660082630373200,30.243389975397600,17.290468329910300,41.82900514420620,28.873316011431200,44.8466497200575
original_shape_Maximum2DDiameterColumn,24.02657892751640,13.805267735807700,19.10601481805150,27.41187604688310,39.15218995369930,60.95927142170660,17.55284267609530,20.767883601086200,39.646638580581300,46.740081889078800,44.197130012201800,28.079346368474600,59.92718315402720,76.43865984698480,41.84845825574380,36.62199142827100,38.644311887624900,27.603537634827600,26.787708324628900,43.64511292321540,69.68054518832920,4.279795312562040,66.39569287369210,17.012786802544800,90.26508036268010,53.967910358560600,27.935049486762800,17.27206635204510,45.16827715126220,39.83904828317280,59.19238748116790
original_shape_Maximum2DDiameterRow,22.6140522231331,12.556254536621700,29.32504994246940,29.103919013537200,22.725701009314400,46.46082237347640,29.123517371256200,21.928331636384500,47.904616490210100,38.250946328236900,17.91268038709040,30.450173255284200,68.5509258702505,74.60482688725320,35.90167656876430,33.26151501439540,27.303281259788100,28.44122070344490,34.781154636115300,23.97447252825820,69.14550463577580,4.8250985984184100,56.045934443214400,12.885131690040000,79.84071479503380,46.181952240842400,37.56513264405500,15.064688968788000,50.25928231209560,36.16876946351980,54.769031483949300
original_shape_Maximum2DDiameterSlice,24.17628184870890,12.402931756351500,25.92009653515160,30.38221091687420,37.97352840882490,60.273005774702700,25.708293219245800,21.52965677218220,42.00982794870140,39.138902656321700,45.09077314992490,31.90554023208050,72.3258265377346,81.05722049944080,39.986250609701600,36.3411337736093,43.254367829515000,28.826933202669600,33.78878996422630,40.85839476515000,76.22159210545580,5.894249812522450,63.113420072850300,17.44519483811410,93.35353552699870,56.65383438892740,33.12530318390830,17.44519483811410,52.591631302687100,36.11996798402160,57.18166609486490
original_shape_Maximum3DDiameter,26.356992693352300,14.32623474057910,30.499298511502600,34.015669288151700,41.23769275693190,71.52878065439190,33.48940680666080,22.959274830891300,48.288536522045700,46.06416265679490,47.81578374689570,33.51521348172410,78.15423997824280,87.78269373759770,49.60638214205680,38.7510247729118,46.81407247638840,30.903524343407900,42.95455961166860,45.39672943174790,80.91051058719550,6.747542707264310,70.62724369833540,19.141187316767700,100.51583185907100,61.17331550557350,39.18295873588300,19.608142523272400,58.930315072313500,39.84438274102620,61.35256709654900
original_shape_MeshVolume,-970.4789153906170,-7689.690504735010,-7449.871499817190,2169.4506124182600,532.0515055408890,41485.77586727440,-4876.882638484470,-5635.299072674710,11356.194593637900,1368.5837077113800,-3476.7655371492700,545.1102321524160,56308.20064002280,110097.23278571400,11655.789571929900,5153.8436158134100,1001.1481091730100,-4252.455292878260,213.07690356298900,699.9360371068510,104313.76582220300,-11364.122735681200,58983.69350325830,-2424.851150830530,121941.01469866800,14371.809208721200,3219.618014222870,-2055.242889680060,15945.617598429800,9868.695354450390,22242.327465885000
original_shape_MinorAxisLength,17.734284064152200,10.79015284114900,16.448334963563900,22.1789787274189,17.01829792382190,35.53917586358700,14.981033093554200,15.021251699866700,30.407298695253100,31.342390367764000,14.218527764094100,20.23558329020130,47.9321029189978,56.19729233438830,27.117696438042100,24.49339125640910,18.054191852060200,17.641670140569000,19.80782444440310,18.79562977022360,48.334567084035100,4.521883143552990,46.257189472293300,10.438990815104600,59.57619256246300,34.81730039351430,21.233311452690400,11.197455687510700,31.175547806448000,26.664064947392300,36.158443646625900
original_shape_Sphericity,0.5814638931035310,0.5395540603393270,0.33682061479621200,0.5532998468552670,0.4380024872656760,0.47582404435932700,0.4351370916836620,0.5032353499615270,0.5300663415871560,0.259728444968399,0.3912230061258690,0.573969283742291,0.36503346574231100,0.5394720435376400,0.37991512648719300,0.5285901660495630,0.38620094328262500,0.4974207906208920,0.45246445040820400,0.5066295432797750,0.4399028189840710,0.6829287578303800,0.4248719462563970,0.4431750904737060,0.38704891847139600,0.23764153727004900,0.4718509059565640,0.5982605577707070,0.2550457336137560,0.5460162337427980,0.37050842139550000
original_shape_SurfaceArea,1140.2771712661000,-719.4361913071350,831.5758779526620,2150.2716751440800,1914.9148164577100,9208.860013548850,1230.7921142920800,275.5113406410800,4266.001371238920,4525.106470302270,1866.3019012733900,1793.942377792250,13623.85254595710,16570.56438150190,5256.392646766250,2986.269161879000,2222.5008674552500,1129.2746200543900,2320.074958352600,2145.9392163516200,17693.216521627200,-1401.563985513780,13502.116532438100,478.37589371433800,21306.205419843400,7431.439178221660,2659.511574276700,662.529356957788,9502.90996385112,3702.2420634620700,8419.774157367530
original_shape_SurfaceVolumeRatio,1.0534850394538000,1.5547264370090700,1.3832963537886400,0.8611687718208990,1.0294475727448000,0.7511721768435480,1.1202976808060200,1.0993579134775700,0.7204434359268140,1.1952336080206100,1.1266435713595800,0.8139509876732880,0.7839697782554740,0.5783034090260440,0.7995746144882040,0.8729167646880920,1.0488406095012300,1.040494614928530,0.9083397617463010,0.8557289436184450,0.6881297860589420,1.637080195530830,0.6631297377923180,2.1005955717556900,0.5711278111788370,0.8891689226407810,0.8799350863237770,1.3403851972272500,0.940690073357814,0.8272335340856670,0.7830979421409010
original_shape_VoxelVolume,-897.8500550043410,-7665.553636828120,-7422.188766783490,2259.3221505195000,613.6040442186000,41835.86486219070,-4796.51498943642,-5589.340088234720,11528.34940136760,1503.3162232604600,-3423.288073845200,621.236392514209,56566.33181711580,110513.71028771000,11776.759681563900,5298.7236737446200,1094.6802910777500,-4200.6040623420800,282.09626192724100,776.8212977834860,104697.88821245800,-11391.01193658770,59291.31355405720,-2362.071213626560,122440.04077270300,14567.439255389600,3297.1348176074700,-1989.8931353746200,16147.094879385500,10031.703915674500,22519.666130414800
original_firstorder_10Percentile,-564.3224780909880,-522.2639357560110,-881.217958488425,-394.77897065699100,-457.58973360987400,-363.4801608684720,-671.1991139007480,-793.225575034204,-275.30200233102000,-597.3758247344270,-217.29537095225000,-392.06380975620300,-380.5350530253650,-168.8394078852070,-824.8960566304860,-308.6608646498890,-502.8771800947740,-480.18433661423700,-639.4525271030570,-134.19822675786000,-147.85759574204400,-642.2058121047160,-236.4319564263700,-777.7879670532160,-101.20699134174800,-228.64909088945000,-426.63949554391700,-545.5475259254780,-505.95724373425900,-302.56983173671300,-490.74892031249800
original_firstorder_90Percentile,-21.305569470017700,47.63289639618300,-27.645470760499800,-43.18089793885900,-114.95930236393900,-26.24833833218150,-6.289216627053780,-243.13405817526500,35.43354500289580,-18.26468965013040,63.56770934089310,85.30210702325470,7.682168566535600,57.234850818516600,-132.04939865562500,-24.252426161668700,-41.471888309690400,-54.19110871936020,103.1929352547240,76.11049264053010,-44.21154786679630,-14.672041652166800,91.70341414567180,28.597506486221400,16.634439082041400,201.2074790322480,-38.05386905135330,-56.852974972207700,58.87621097695250,-50.19928437833460,85.95865359114590
original_firstorder_Energy,60626029.198180900,-458729365.55041400,384229845.46912800,215025273.25203400,136118372.3998750,1799907079.228200,240600107.1789270,512579815.6514280,654958965.7200070,713659896.3792290,-132658623.78955500,-11924423.632728700,2849844148.5249500,2492927045.939890,2635807375.1980900,245420427.24792100,195044112.9466680,3091107.7951090300,693806569.1163370,-322897982.5750460,2792993580.4052100,-312471434.730677,2161800710.869150,-57948766.46337400,3255527578.108340,1136158382.9809000,307589010.50052200,-33167430.69529900,1589815106.2531600,381640151.2661270,2189340322.5327800
original_firstorder_Entropy,4.412231404660520,4.929612180159540,5.379907805858400,4.115448924761460,4.214810209796090,4.186527226212930,4.7253756638338800,4.823343281034850,4.171858561382310,4.487857659470620,4.060898140358690,4.5646177419818800,4.271093803748510,3.8067303325927200,4.881932461201380,4.026433778571460,4.209711938394380,4.24242704783735,4.929685958542580,3.7353072935152300,3.468851632408020,4.521619565921230,4.265279057827330,4.733196207119160,3.5494050216626700,4.629958648266810,4.222127573106730,4.569716604408190,4.550988113096520,4.066545975239070,4.636798967291820
original_firstorder_InterquartileRange,213.36496981629200,362.2618315872460,526.5668485792590,172.67719909604300,257.35174897331800,172.26720868532300,302.103722683722,323.368535823581,137.48777577042200,198.6746352612690,175.56813700731600,229.0522935966920,177.76875588864500,115.28940348797100,406.9067981072060,154.66225763469300,204.56761398488700,203.07587302392600,411.85078368592000,112.3724063056960,110.64988000811700,264.6932017011330,166.82302037482800,409.65597180452000,80.30496286628840,169.37819065926600,162.7801737857120,324.15666981805100,251.4159386608,171.1668992446590,230.99695838487600
original_firstorder_Kurtosis,4.045619518008770,1.445286336872200,0.2613920803157330,6.043232728750680,2.7967682476355800,5.631722734706130,2.0583650368756500,1.2121270850476900,7.50054561080752,4.15487220988023,5.458197355140640,3.161485318093750,5.745290081959490,11.297503293188900,2.5927651761226700,6.5525454031088400,4.48768262861279,3.2086807336485100,1.5630533278702800,12.434639885643200,17.007480992606300,2.0442189675297400,6.93720623937,2.7175139718483400,11.719623456721900,6.844535948038580,5.658846905149120,2.46622801079988,2.9339674400331500,6.698602782338440,3.336797186210450
original_firstorder_Maximum,216.41608943433800,321.41135085237200,179.3490419878100,145.99154740910700,199.98369629511800,847.4217794688920,317.7493961223220,48.52037587764970,405.38861053537500,242.08191278709800,668.2773958461810,417.7258126081560,313.86901236154200,340.1391628604410,235.19596730773300,171.58827446624800,257.49707228239000,134.07789811203400,473.9092486323630,334.7883594295640,1578.8741183760600,83.63290922188500,571.5614112458670,268.0607535861740,751.6426088260950,1364.3361244456100,420.6472613075090,143.64406267493300,365.5554791571060,187.1098095093710,634.4333515586700
original_firstorder_MeanAbsoluteDeviation,159.13067529947700,186.7789798532130,252.6319009210330,123.4881686959810,131.6988514338180,115.88869492474100,194.0633057821680,167.03244131005000,103.91244313116000,170.4930932522990,94.73592932222020,146.46088259890400,126.40149448132300,80.33793330803360,216.72135861913500,105.64460182881200,147.00019445316300,135.84244748372000,239.7484422060460,71.72985172535710,73.88173437739880,180.79008456512200,110.80118574987300,241.06671623840700,55.95594596382280,127.14923158178400,125.49462887075300,165.3482522401510,177.20675407121100,104.43426590451200,175.6816044569630
original_firstorder_Mean,-232.96533721922700,-240.7816098057180,-547.361087727987,-188.29675063107400,-283.8782731199510,-185.26769550167100,-280.61991721685900,-543.7958889091110,-122.706657825144,-255.70326915539700,-86.16174128053430,-118.0907757385040,-170.73801825347100,-70.3008507129359,-505.25621395547900,-154.46132428747600,-211.47650528250500,-220.78657863479600,-184.90342239145300,-47.11161921508270,-108.48490313914100,-267.9781276969320,-77.3564494546267,-315.901654904251,-54.596846750157300,-37.82803212951930,-200.85821948913800,-311.60466199129600,-153.99054436027500,-180.2846819614830,-138.409579732191
original_firstorder_Median,-183.6370786331540,-243.15561755200900,-564.7725184485570,-161.5912006292770,-275.2122641877200,-194.0515744423180,-195.91449375893200,-573.0584249707060,-148.0245064730450,-201.50325170877500,-136.30107562727500,-87.80456009029470,-167.97070400971800,-66.85835009545680,-516.0210854608360,-164.2448653764900,-151.41618001210300,-190.32573580908900,-93.9138713387891,-53.76696884868310,-143.75275289373300,-194.0515744423180,-67.73110884524180,-168.37454770739300,-120.89111816058200,-112.41193431293700,-185.3329154026830,-324.3915305040600,-91.29559508943440,-199.6403323921610,-86.05904259072490
original_firstorder_Minimum,-755.3810508507250,-818.0235430236410,-746.3743574222250,-755.3810508507250,-755.3810508507250,-746.3743574222250,-746.3743574222250,-818.0235430236410,-755.3810508507250,-746.3743574222250,-746.3743574222250,-818.0235430236410,-746.3743574222250,-818.0235430236410,-755.3810508507250,-746.3743574222250,-755.3810508507250,-746.3743574222250,-818.0235430236410,-818.0235430236410,-746.3743574222250,-605.9512273868380,-818.0235430236410,-755.3810508507250,-755.3810508507250,-755.3810508507250,-755.3810508507250,-567.2053967143690,-818.0235430236410,-746.3743574222250,-818.0235430236410
original_firstorder_Range,956.3059217712900,1132.176455506450,900.9483868841400,882.0981650092210,938.9907785268080,1637.3954911762400,1053.5134210743700,845.2441944686010,1155.430069082840,970.1016967741050,1439.9164515935600,1233.4466652845100,1049.2358967512800,1151.8678851855100,976.0946569078420,892.3933382379590,999.5937798824980,851.0439364480830,1292.5209543217100,1146.2417624200600,2443.708826078830,744.8187490913320,1395.1976947911400,1010.7249433968100,1520.2848731630200,2165.8923569930200,1171.5084163812900,748.5242028374970,1178.5919683213900,909.5034355303210,1461.3046372851500
original_firstorder_RobustMeanAbsoluteDeviation,103.49580949291900,142.9373794924430,206.974618364919,78.21402360490420,103.5462346537630,73.05577673151790,135.32586097195000,129.40101314723100,59.2936445438174,97.5420585621777,70.54321225054610,99.90358726910630,76.50540876633470,48.01076743244500,163.84171720157700,65.847307385849,95.4902825489151,93.13859537952590,176.06248336070200,46.35973657180730,44.19884837435630,123.93189647549000,69.62268410856560,178.39806007939600,33.152451857219100,71.52370720611220,75.2757653009645,129.63857594814200,117.28499923785000,69.814619692832,110.74466401373700
original_firstorder_RootMeanSquared,341.26095663482000,315.46032912356600,605.718739114855,267.1804604334790,290.0945612429770,266.1358548491570,412.6793505745440,547.7814408176170,235.04060014493400,401.69532223003700,200.26820815703500,230.42515896736600,292.95551976307700,165.2665032107110,551.558079547417,243.0677587875550,309.5003869071510,289.7464503146640,342.50687637571500,155.86170983628500,206.62537951407200,384.7834929866000,197.5862519092750,489.2102340599630,133.86971329451200,292.94616356784100,281.30239365264500,358.1383872567210,274.395172321201,237.36912518134900,276.4862646170720
original_firstorder_Skewness,-0.27805172647957900,0.08631574010480760,1.6611212902731900,-0.6504036046676370,0.34620717594076300,-0.2721628575840880,0.49467668653949700,0.6864135217482590,-0.6602883227764010,-0.26112752136903200,0.47183325060053300,-0.5611456752905220,-0.41044869584393900,-1.5808624448623900,0.4244768588376890,-0.5440801213285590,-0.4198277819671590,0.1709694357087290,-0.3741133043423230,-1.462820135784870,-2.272918242285910,0.3948492066366570,-1.0472049367539200,0.0747694373157943,-0.7414476611382950,1.3461110015308500,-0.580823605266657,0.5201099432541430,-0.6853112096299710,-0.4415475525157130,-0.7249991486431250
original_firstorder_TotalEnergy,60626029.198180900,-458729365.55041400,384229845.46912800,215025273.25203400,136118372.3998750,1799907079.228200,240600107.1789270,512579815.6514280,654958965.7200070,713659896.3792290,-132658623.78955500,-11924423.632728700,2849844148.5249500,2492927045.939890,2635807375.1980900,245420427.24792100,195044112.9466680,3091107.7951090300,693806569.1163370,-322897982.5750460,2792993580.4052100,-312471434.730677,2161800710.869150,-57948766.46337400,3255527578.108340,1136158382.9809000,307589010.50052200,-33167430.69529900,1589815106.2531600,381640151.2661270,2189340322.5327800
original_firstorder_Uniformity,0.0706474198864245,0.03775122659480550,0.021392627679473500,0.08063464654081090,0.06997005912349270,0.07626939604895400,0.055046849046283000,0.03931960005163160,0.07623660652195820,0.06522688000200750,0.07582298173306330,0.05248939297351680,0.07300436240091130,0.09375878168474920,0.048774054855684100,0.08637845574459480,0.08096884532932730,0.07565744753938470,0.04161429310057490,0.09674725516261330,0.12435656111754100,0.062379695550226100,0.06534489523341460,0.061014219674209700,0.09853601712889860,0.06435187470616190,0.07615538815853520,0.057625627749232500,0.05714608469641250,0.0804430249501967,0.052367367559219800
original_firstorder_Variance,45531.10036165180,53332.60929856280,89892.93641278690,27240.177928899800,23416.241307991100,24821.277463109600,60420.89256074530,40614.84781190440,22190.697583438300,59018.20585113200,11523.492100853200,35448.902269999700,31903.296727756000,12028.407921601300,75838.89240184850,20459.178022248400,37591.70053648270,28807.716148844700,90876.75915785560,8114.715864221620,13130.39739727100,52420.75949661530,23376.811590653300,90715.83399036620,769.0479039737840,37964.21291505660,30198.610193845100,40712.68922739500,53201.29044602870,18511.862157042300,57010.06949463970
